time,alpha042_20210104,alpha042_20210105,alpha042_20210106,alpha042_20210107,alpha042_20210108,alpha042_20210111,alpha042_20210112,alpha042_20210113,alpha042_20210114,alpha042_20210115,alpha042_20210118,alpha042_20210119,alpha042_20210120,alpha042_20210121,alpha042_20210122,alpha042_20210125,alpha042_20210126,alpha042_20210127,alpha042_20210128,alpha042_20210129,alpha042_20210201,alpha042_20210202,alpha042_20210203,alpha042_20210204,alpha042_20210205,alpha042_20210208,alpha042_20210209,alpha042_20210210,alpha042_20210218,alpha042_20210219,alpha042_20210222,alpha042_20210223,alpha042_20210224,alpha042_20210225,alpha042_20210226,alpha042_20210301,alpha042_20210302,alpha042_20210303,alpha042_20210304,alpha042_20210305,alpha042_20210308,alpha042_20210309,alpha042_20210310,alpha042_20210311,alpha042_20210312,alpha042_20210315,alpha042_20210316,alpha042_20210317,alpha042_20210318,alpha042_20210319,alpha042_20210322,alpha042_20210323,alpha042_20210324,alpha042_20210325,alpha042_20210326,alpha042_20210329,alpha042_20210330,alpha042_20210331,alpha042_20210401,alpha042_20210402,alpha042_20210406,alpha042_20210407,alpha042_20210408,alpha042_20210409,alpha042_20210412,alpha042_20210413,alpha042_20210414,alpha042_20210415,alpha042_20210416,alpha042_20210419,alpha042_20210420,alpha042_20210421,alpha042_20210422,alpha042_20210423,alpha042_20210426,alpha042_20210427,alpha042_20210428,alpha042_20210429,alpha042_20210430,alpha042_20210506,alpha042_20210507,alpha042_20210510,alpha042_20210511,alpha042_20210512,alpha042_20210513,alpha042_20210514,alpha042_20210517,alpha042_20210518,alpha042_20210519,alpha042_20210520,alpha042_20210521,alpha042_20210524,alpha042_20210525,alpha042_20210526,alpha042_20210527,alpha042_20210528,alpha042_20210531,alpha042_20210601,alpha042_20210602,alpha042_20210603,alpha042_20210604,alpha042_20210607,alpha042_20210608,alpha042_20210609,alpha042_20210610,alpha042_20210611,alpha042_20210615,alpha042_20210616,alpha042_20210617,alpha042_20210618,alpha042_20210621,alpha042_20210622,alpha042_20210623,alpha042_20210624,alpha042_20210625,alpha042_20210628,alpha042_20210629,alpha042_20210630
10:01:00,-0.002093691856010418,-0.03464901202607504,0.16020821084624123,0.10633643207407785,0.014802487206669455,0.057299875396515806,0.05162094172000374,0.10234107752942921,0.09376500879849271,0.13882337269504913,0.11955981058678662,0.10130355335546164,0.0466931421095143,0.09568501627694537,0.035813851157064425,0.11628071405714356,0.02426069163211159,0.18871799920740573,0.09207752905422467,0.12691097998991793,0.0610844715802177,0.06830078465631871,0.08498971942567589,0.030454864216896485,0.14578271086522884,0.08148190474399929,0.03311051169461779,0.10980809871615489,0.08351565789759574,0.06253742747507055,0.13706860305913285,0.012709422442318695,0.14306071574595572,0.1367705144037469,0.17663415944786495,0.09540212092555832,0.08410227552119878,0.057247832386377345,0.16722731900714105,0.1091509636454331,0.11103232110029969,0.10285589940497078,0.17869780552557019,0.10815480868105194,0.13984566330696865,0.17540246882976754,0.17206871253501096,0.06431995147791614,0.041122649714801854,0.11420074313400011,0.09637961198607446,-0.005519701204044097,0.14188005373529908,0.015840978486713835,0.07768997521168566,0.05875121158869899,-0.020568203210182698,0.044244432925070735,0.02795242728063471,0.025733434028514253,0.11609263424088306,0.10630527931697178,0.0788522323558327,0.08889544817570282,0.10841659253369078,-0.026420807860755516,-0.005014014726548775,0.0768381249578529,0.16631794044566625,0.05615855681164225,0.05173081930558528,0.004132049024584813,0.10501398424211335,0.09848842368532754,0.004247874717842077,0.014532033219196038,0.06560613252023145,0.07849220167117124,0.08709703020260962,0.056993127288592904,0.15833705245133384,0.1044594379792815,0.07947922142725501,0.07082975288466718,0.0946673188363516,0.09596841334673294,-0.12806963038414235,0.04376709565922954,0.021129990893573203,-0.04656465444903981,0.1494201510867026,0.06207813379097215,0.016447136827271686,0.02739029147646066,0.03638398654573612,0.07241565860737081,-0.049443826417090116,0.021268399118360717,0.15903972846004735,0.0532169550272492,-0.02164211110432175,0.019717261880111584,0.07978488658193528,0.1003320291261995,0.04050019040378266,0.0901977432101926,0.04332075548539332,0.06140666794056842,0.06440318800063048,0.06582386209966025,0.007445034279155988,0.12832382878474693,-0.00026121882196741375,0.0783428289436547,0.06906460871982521,-0.04411642925229438,0.01024945938705574,-0.017875731523820965
10:02:00,0.025444838650121555,-0.08807172012178986,0.11100287905811017,0.09630519224218585,0.12072072557846734,0.032359888042607664,0.0034720631759472403,0.06857153466477837,0.14315902516881612,0.12661040650157815,0.1269897064363451,0.17505701169996732,0.06113373899916148,0.12483983505206508,-0.029387672128848626,0.1293961606401656,0.06350167837685879,0.13611022537135117,0.06660619357717609,0.14457649318678067,0.048950322894775904,0.06381320582869228,0.06505359162776893,0.04914534579120557,0.1739519646314676,0.12193990395112358,0.07136778199554496,0.10324636803820725,0.03589759419542851,0.1987701018192826,0.12466345245843101,0.08279290580483202,0.10287242592628552,0.10165547592346624,0.14111384361573515,0.11460588493219259,-0.00016878496303390173,0.10928032261786523,0.20625205542603778,0.046030077751784755,0.14999861219045452,0.12032991363724589,0.1010759951996103,0.007660543255728375,0.05089864971879123,0.1657779307122287,0.15521358816330252,0.051499360908369235,-0.049722098706241405,0.04286996056185883,0.05925953946375378,0.011398003340468059,0.06165339283153282,-0.06201832154946285,0.07158134350773805,0.09016176041697081,-0.08136121788898767,0.1923254910076746,0.025963118563179594,0.03227695912171366,0.11507836451108736,0.1298889896953179,-0.049585774329996224,0.2269244505413473,0.13774051606556215,0.008017154949148182,-0.024654259074492885,0.1303446584449511,0.09217007650166661,0.07060942051312646,0.08057164165062308,0.022941359333292295,0.10827990348301438,0.04695536631520054,0.034408798680604306,0.07745555998286519,0.10518662300733472,0.07034480343790708,0.10322479002495749,0.11462357518525633,0.09836713077048664,0.08919411718112286,0.12179202869124728,0.09181110385562423,0.0915957098784976,0.07825996552400438,-0.06639366698340692,0.05408111206545295,0.0758100462710945,-0.00021504872090820218,0.1022169176370506,0.1074947544205837,-0.013593234387612523,0.045611906999195664,0.0573745261433394,0.08924709603541182,0.053799202145738585,0.07071634230911159,0.16596814904199036,0.10319799522133452,0.007052013928114804,0.060948207594314435,0.10709772693067848,0.12970339524544192,0.06736550487217458,0.13897363592403325,0.09524942411566197,0.07742463493521319,0.0848992454082756,0.05546130395737337,0.014186956582962634,0.14371418252836887,0.047015077888157245,0.08883839551966448,0.14499465803194136,0.014555506573279831,0.06468035529827519,0.04175486502549564
10:03:00,0.016490981786408992,-0.025488301069947983,0.13509722204325203,0.10974781842665748,0.013828724024058554,0.0489180197724383,-0.07033487412176827,0.006233091071968505,0.17341002533231878,0.11932547661718962,0.0913829400079463,0.10886858922045575,0.051977482879693455,0.11292401357923805,0.06919216194048275,0.102439474855128,0.05635421883015989,0.07759420759858116,0.02566077892547188,0.11047443196492723,0.14277432929280748,0.060405500641433386,0.1423536917172061,0.0807863891863064,0.18405565862169204,0.08730280605312503,0.026973124809569992,0.19008740751747644,0.051106319855688274,0.12598744203391782,0.17965207914906633,0.024349243984709425,0.06464382843122955,0.10548399685307755,0.1120707730638047,0.09807823922204244,0.01991299216486078,0.11408474358793316,0.2642885136465545,0.05543550814389204,0.18491864901485122,0.025215345162965534,0.08226546398266783,0.07787009002970025,0.2492255600959563,0.17919422141930258,0.19957359572289282,-0.03429162405120651,0.08365232265579622,0.06928310431049378,0.1321934238163088,0.04340047087504833,0.19122329060242252,0.06374521733514053,0.08954560702592695,0.13148241701894683,-0.01328513735565705,0.11006601968429029,0.03347244366351781,0.08572907603801116,0.0970645275197879,0.14856189956281318,0.01080686991164021,0.1641753496723413,0.10491090687122794,0.005873192367808329,0.05661349918663114,0.0964903426706111,0.14056149110393243,0.10405200252410352,0.043999147430114675,0.0667492236391726,0.11338773963001823,0.06022503537916465,0.06328086000604659,0.0883506989004956,0.09559590819075099,0.08725853862322676,0.07499152051501838,0.12102615164356548,0.07632448729953835,0.08964536307772221,0.1698995678975433,0.10698086807511724,0.0913229982271342,0.015073914928114466,-0.004792436040686439,0.04999481854129795,0.06224364889393892,0.02173374984031584,0.11403918193169599,0.13750377408070547,-0.005743216221485438,0.027582579906034407,0.04087978203882553,0.08858405605867845,0.03866537091452696,0.03767060868777269,0.11808378503831658,0.10192014440775761,-0.016852432977621262,0.05125892957518355,0.09039430687625097,0.11405029091101367,0.06465953444182879,0.21830002735722706,0.04149757555681664,0.08212300922454623,0.07889235152462093,0.031603092979909535,0.01672731608561191,0.13720539553158884,0.10770056427267988,0.13948075413206185,0.104350225911724,0.01692953669395399,0.05282342101350662,0.051948955586146366
10:04:00,0.11148213148052537,-0.0066059873721603605,0.19986966327619493,0.15305099627468244,0.04903301057302464,0.10094603730738075,-0.05128635965224559,0.006963029982207173,0.28686729395371247,0.16267409297261923,0.17635108015132223,0.14429326298507664,0.09710308691085642,0.05625497953553359,0.05502316449680928,0.03400763338443701,0.1048566262534669,0.04695573545393882,0.0766541053491413,0.09715862570021322,0.14683446097482983,0.08107393853320202,0.1300495209883866,0.08792436099575596,0.23292335450022159,0.035001852213561085,0.00940447273502135,0.21078522217036177,0.08788768318226681,0.16994732816402378,0.19780972538412386,0.04382059328625765,0.17861360525793438,0.11847712642548308,0.05896491959597122,0.08427923961915275,0.13157834711645147,0.1264483930913322,0.1515466625148584,0.0684328343158194,0.14197157874409574,0.02838057768195496,0.17852878576833417,0.12003062886294869,0.18697482469393664,0.22437511095867518,0.13844564840287898,-0.003583765623521695,0.023641417218049073,0.06998567093661617,0.015451607848611652,0.041065098044762896,0.1780431348916452,0.042253729488785016,0.11221066037934216,0.14288890430191226,-0.035428685116383474,0.10212178160361157,0.04677315065045448,0.05405999781406506,0.04644555633355582,0.07159352331164559,-0.008054073802934828,0.1991953109872063,0.1798650040865825,0.004537036882649555,0.04371966804733806,0.10354490384466229,0.13032229315253824,-0.005390977983685598,0.06913269214191126,0.11703397171794147,0.13269444376499065,0.030325381563553078,0.08738397059580291,0.026278916546923194,0.08022140373638863,0.10136013040447898,0.12015216851277884,0.1174543880498514,0.07201697479716651,0.11062485256400412,0.07357267749317632,0.08386603111245579,0.1394871131207799,0.027692182372030433,-0.06319402050936827,0.10253388534870315,0.08918305450656412,0.012347030213876401,0.1940301906087205,0.10546611327236882,0.015805605902419792,0.07394320852047603,0.06944668308702044,0.07367734177028885,0.0345917470622557,0.03911832997186531,0.14076426895007138,0.05669223792880212,0.07454907540533055,0.08489443756100856,0.10245757170665255,0.11014923781914267,0.09103420272211854,0.15760139657536784,0.06884523660287346,0.10309539505938715,0.15654875747704836,0.04014844524304315,-0.02542737133965839,0.18628039373641395,0.07757425882073268,0.12434727128437166,0.0958875907587193,-0.0387900161298638,0.08847237663557637,0.04604567924319975
10:05:00,0.10399166245733123,-0.0003709651407885266,0.11656464484354961,0.13873356387127755,0.12265621281221414,0.11957752764400073,0.0038859465948654177,0.060879533152174176,0.19013909090872955,0.07488871816468336,0.10484610667717731,0.19228765808109397,0.031002111391094028,0.038865039603414295,0.025565539891851202,-0.0008502672682086511,0.06065031217100581,-0.007412763632958567,0.08866903908996317,0.10092444696570274,0.10921892741864858,0.07122727883757615,0.09172867112246672,0.05207895168434253,0.19277563174887438,0.04634673587782336,-0.005920841023924636,0.17995663378769397,0.10265644094351448,0.10227088241792413,0.14313435421914533,0.15300891466872998,0.0941573404486937,0.1190587751049555,0.1546857566429244,0.09926815180231288,0.03363131974669961,0.09862745941746953,0.12209394040344673,0.031119031769313375,0.1718896523912142,0.03586170620320243,0.0708371412959778,0.09517178676531717,0.059783286237077515,0.1580749351354859,0.08997626328833785,-0.15378074833952438,0.029658812450187966,0.08484325946270344,0.010581393896291669,0.05679916400308751,0.13329389657108467,-0.0036695650443316964,0.10889806176825581,0.1224557267856023,-0.036653986427219384,0.12994223210555422,0.06993785880099634,0.025128043630878564,0.06453854626340579,0.11807619985475022,-0.034813798928931966,0.11547192961828323,0.11286419347529797,-0.008242098730044766,0.04689784620435936,0.20421356679714553,0.20932073851869445,-0.09198013888022967,0.062152345147277355,0.039870863990489114,0.07061249643406452,0.08812655586025128,0.006088853571358061,0.11838169012817383,0.12860970492272808,0.07066624788279001,0.08051101893933538,0.12162693722178285,0.05106653063480042,0.13309485216746236,0.04813791746008288,0.07383914911543195,0.15288856571801857,-0.013790619799580201,-0.019165997075461363,0.12487762010664238,0.04557448999736593,0.08558111403698122,0.09035789466081444,0.08232064258718673,-0.03354832675651994,0.051685634977857775,0.03684109686544763,0.08350507311044002,0.06843261138196753,0.0576812030654941,0.22036626482954053,0.07843882195450953,0.04607324853218319,0.09965990935078545,0.1116773316914124,0.14345555723465586,0.008066244238235556,0.08550805184092942,0.06051965848060656,0.08881708967785862,0.06492103469688758,0.017882145710779937,0.003705535834001746,0.08703540167719269,0.008861957397917036,0.10036687752965731,0.11126482862166717,0.007171536746380208,0.07090772685901635,0.04197941399734998
10:06:00,0.008579941127154975,0.02459275302321018,0.10084511764899039,0.11443073785559876,0.10368919163391925,0.08449931650820125,0.060443251036401,0.05945660230527743,0.25014441876741883,0.17031749086186412,0.15241586865138484,0.20277490677915214,0.1021372327099246,0.07473812115028997,0.029324492499930827,0.061741714805515775,0.05225399171863179,0.11525465758009537,0.08400285867889754,0.12223377443080363,-0.029997288961494954,0.05298077003531636,0.13575951978438425,0.09787374705414564,0.19091024571827572,0.18059538464069336,0.05494211899726948,0.11603162243348465,0.009373870850850088,0.025662912359644664,0.14080366193641367,-0.0015085947844637022,0.09443894703390401,0.09667984056708205,0.18626835952040147,0.0885249366596874,0.10322482640465883,0.06343342129169353,0.2204889487789927,0.10988997946054241,0.14480828816586838,0.1182318521464821,0.04577606212352318,0.09838037409070614,0.07730913087652169,0.17118086101626814,0.16494053214032747,0.16077902329203836,-0.0029757399799840403,0.06261119991508138,0.048073025852799,0.032930355433914885,0.24029886150742255,0.06178187539398463,0.02846722731726456,0.13700071922927243,0.017737005812967204,0.15565209623099352,0.06693882372396874,0.04574388144378113,0.0925190959598046,0.12208890477645297,0.059949292845591425,0.11389168022784484,0.23499085776880446,-0.043362177397284964,0.02541545515709085,0.15552016745637334,0.16046310520906515,0.05860682330390384,0.05299883097288669,0.045997582243478816,0.11109545584319747,0.05690569145588994,0.05551529033989668,0.16719011519650487,0.0855094488986978,0.05602491663397559,0.0641179523021211,0.07471147677741237,0.0693346996927307,0.08618732744785004,0.18408279990985044,0.09363277080107742,0.035899919137886434,0.004712527258992212,0.0480257198515304,0.021559362285455772,0.08716716955437968,0.0040504969004567905,0.11855094608853493,0.08173792704830855,-0.02857853566173786,0.05745223546200476,0.05785263149604553,0.08423649602903638,0.024500283647838385,-2.5935759284965744e-05,0.1819634501169862,0.08773602959307032,-0.03772520079391935,0.07841398796081128,0.09076953649029963,0.15914233823571103,0.04179521584846339,0.16856780961796103,0.08922126220297671,0.0847532803099433,0.05556011105029345,0.011036566096853419,-0.07733910700819617,0.13807007517911893,0.009384674334516929,0.1514778797642516,0.17382933422203706,-0.001309960697909003,0.11343093221312087,0.045433945884058566
10:07:00,-0.021537663437889477,-0.03442583767951522,0.16395649053017375,0.11473924280974221,0.09071895065308615,0.13457865925109175,0.07181476118658721,0.032129534966169604,0.09083749931439346,0.12359035029938863,0.062153448157116944,0.12790752975823969,-0.05360358513493404,0.0961874446515577,0.03029335703079203,0.07528640182046703,0.07657057230331346,0.2017526403501714,0.09054366086795591,0.10972174897443668,0.008270879668836039,0.07601016617062979,0.16896077899902495,0.16113723927782958,0.13018987531361279,0.0795593799369653,0.06348872024210518,0.16978005357354145,0.10706959842520065,0.1400180856907,0.13159875565863818,-0.10869073434577402,0.04211728819165275,0.15871026255884013,0.03009230885407257,0.12932056892499094,0.10320107622886206,0.0646632118956989,0.11496956872581934,0.13337138231438844,0.13312689866592697,-0.013192714575708605,0.18462276570311434,0.12667430787308706,0.17326965879692874,0.12345682021213576,0.24124452060528914,0.10901243406972594,-0.036574794803737515,0.08412702768167563,0.03814446484062985,0.02661346838881248,0.16016642172890203,0.16146309921999807,0.21160221362598663,0.18145879694395126,0.0634419574683506,0.18869901098884367,0.06475743019448657,0.05011966169298787,0.15735001662066905,0.08932904961720545,0.007054575026626771,0.22585494600442854,0.2619015345180774,-0.016847472963433748,0.04661013511464773,0.09694033415803573,0.0733356984343514,0.045312059042223435,0.06189739473169712,0.0685618626783311,0.12131706229373423,0.09748933642763712,0.08256561234886127,0.05766369807176337,0.10950922899464093,0.05856826798638865,0.05997407697537897,0.09507181820537022,0.1010378177397655,0.09042428977622556,0.12952612854769888,0.08966114849641146,0.014966912850261067,0.019118275655169638,0.0007912038984954975,0.059779689882166816,0.07207677479210231,0.07775843902068427,0.1463808005704556,0.12930975874259806,0.051039724589414234,0.07999648318243166,0.06243927155834833,0.05322003309558353,0.008968920027125791,0.0030047587946103235,0.18065711387852934,0.1045436647822848,0.03993552845544426,0.09306707774541424,0.13673126107350594,0.09584025601597018,0.057303454740420666,0.15272315699623404,0.0605934820590069,0.07392749801330167,0.07674237802701331,0.05853880491522865,0.0116164202784949,0.15234217958286503,0.07664228687788929,0.14295961718353428,0.14774402624049784,0.03974420735881484,0.12153754672160756,0.04653172442460441
10:08:00,-0.045978633180055205,0.02339543618298776,0.10528939232854904,0.14654017720785067,0.09431771263018117,0.12713340650315982,0.1371145871468898,0.04900738287720661,0.12477107157134827,0.1237985498210316,0.09163335351444943,0.15205599226765087,-0.09984689230266007,0.08678192719600177,0.01292864618797416,0.09265022768635847,0.033458401207599846,0.11698536928636785,0.10390102693338941,0.11363424519097383,0.06239125116719771,0.06940018821186372,0.12827002853278255,0.06915039529180635,0.1213721860637891,0.1701054276889926,0.06668643725761395,0.09103862545911988,0.0646114724841036,0.24183017096047413,0.08969153839132019,-0.04461651687334707,0.04498246617867119,0.05070309768072878,0.15136042082126125,0.03124762365633581,0.0832974499837893,0.007440993892943522,0.1617962352477535,0.16558516808055282,0.12063504028991269,0.08167827226539112,0.14562672412444402,0.08337005654911145,0.17090494591202582,0.14214742551290943,0.11277954015540916,-0.13863178525833703,-0.01680676507539418,0.06317291901452134,0.09913903611110496,0.014307370447047897,0.242993448661161,0.05912343845195036,0.08519052207926674,0.14321039489890167,0.03500656520643166,0.1115603823472068,0.057494103671028605,0.04319432442538565,0.17775036004953432,0.10622731488756207,-0.002695703835596164,0.13637542030037236,0.23453903925889025,0.05068684172791674,0.047118239056488195,0.10891154092448208,0.1112401268330119,-0.11410493615908932,0.06689927190307245,0.012711829774966116,0.08301518452612663,0.03264387133148079,0.020685113475443766,0.1125749610821886,0.10262381087280686,0.08785400145615313,0.11755794907738391,0.07178637473739846,0.04808297362034293,0.10341559398730205,0.09673935525858324,0.05846063588038788,0.07912956695366788,0.04216690945139429,-0.005086833069073449,0.060455022202974246,0.10452599333294331,0.006477332379303594,0.18868547886500495,0.11822267227776001,0.03415561535064514,0.08942455115561387,0.027365723093151932,-0.02707479217501879,0.05744827889901094,0.01974605177961955,0.09537178870363401,0.09558103470697818,0.033157623775940545,0.106416719412297,0.11956613990495206,0.1356217760177203,0.08572598501302903,0.14643605636549592,0.11446354558857302,0.13847801743837074,0.14582425607034935,0.022638591630270426,-0.002332382166200961,0.1279752248656912,0.07921882376949223,0.23068916399537773,0.09838419027080038,0.012654079694800703,0.16222318857454812,0.0014144845774461071
10:09:00,0.006650828721767288,-0.02994891953432629,0.12500872733673493,0.17474066226525342,0.02067814292704558,0.10947550577363167,0.020763272280384364,0.054909594210317145,0.14569971871494392,0.1981177632816151,-0.03582523594233631,0.199984776903233,-0.00851209184471638,0.09952848472153739,0.03244026521961686,0.02754569174269332,0.07463082712124515,0.12384490041335472,0.1592760410477779,0.13824638012076415,0.026531245139513666,0.0780962479420068,0.09661576038886134,0.04422964972910481,0.07030986579491162,0.09491394133096354,0.14023198228589473,0.10697665878830026,0.1584483532792611,0.24265962760622378,0.08798929548013858,0.05324202469987417,0.06948270802896984,0.07733196745841449,0.09368951540268869,0.006747985923326112,0.062461647568820076,0.030646471728762458,0.10029240003206491,0.1750316104301541,0.14547460668431242,0.1142836414152251,0.1351580534499651,0.1439498653703756,0.08881736793841312,0.08829948655431301,0.14438855732193234,0.03588141199539197,0.007906318539632154,0.1188416757951241,0.12211684227680852,0.08366163124218867,0.150554901671694,-0.01828459232762401,0.19235047051871457,0.17159996502278488,0.004522704281359431,0.13679531283801188,0.07237892544345133,0.08010265569360801,0.19615341146480736,0.17223127273399483,0.04905321489989146,0.2015957726177058,0.23287179627146912,-0.0036544289573478403,0.0722058958876431,0.1407873955503055,0.08717663915647259,-0.061277713586955815,0.06215080578563761,0.04643864208799057,0.08046502514037536,0.05645240705762695,0.03296933757976155,0.03728193252524554,0.12786888506794472,0.05890743178060214,0.141494897163822,0.03549621516488043,0.09484531988884208,0.07933983147739425,0.09572419713447188,0.08509364881579962,0.0640183227641597,0.043332006551628714,0.003749638181240325,0.10719109347420305,0.050552591475421044,0.06919370099805464,0.12830071493033607,0.12270515844809503,0.05135548070422236,0.08816469141205031,0.023186431576369033,-0.039546304403061325,0.04296882280094125,0.0153041729555786,0.09073980180856606,0.0641537258393215,0.062287618176982945,0.11658009611662491,0.09659497362316166,0.11392491636864588,0.023925845726221463,0.12164626130101615,0.12048910537636112,0.11922074616328056,0.07731981864816836,0.016163464903648454,-0.02201401631856212,0.12593673885529716,0.028974118538719472,0.24464894581697222,0.08855471484104474,0.04337952641221691,0.14564501687694675,0.005378766081247886
10:10:00,0.02939122804200411,0.04326423166828451,0.16038626345831755,0.14040639397164384,-0.0015274874223526807,0.09794883856898212,0.07594327870866924,0.06580107539657712,0.08936714936739935,0.13183670662768768,-0.014137631655168527,0.10901733654071197,-0.0022263508225595775,0.10933429814857629,0.06248508847797437,0.0533810566373149,0.0688331075420455,-0.032024464747234985,0.11476183395091959,0.1450677521994136,0.04783385130481956,0.07092820095387356,0.1058722496136921,0.06017276145489463,0.13061726188587058,0.10588068188483499,0.17984016318188978,0.09828127843054822,0.14857735654520202,0.15351207427856314,0.08593078158677042,0.08342248809159056,0.07181745354802488,0.09414545969207788,0.1008697163470907,-0.033780216248785105,0.12369725006030444,0.05896480345887209,0.12364105614087867,0.16054280186372558,0.14033328107367085,0.13276505922908446,0.16486496926441832,0.12854517983361174,0.09985792131395564,0.10384835300146986,0.13320431027765675,-0.10557749761604397,0.007465604987682941,0.04515565349676592,0.0911408455934026,0.0715064911710936,0.08719051560667113,0.016766236202029838,0.13895650340791338,0.14284476799947968,0.08029859688951081,0.06881239607927246,0.06133109585651809,0.06273912458962018,0.0878137853485913,0.07784050392405695,0.024833608163910444,0.08451914010758364,0.27387709161621665,0.04654994025945084,-0.008276125208765995,0.08249943837457807,0.2720390041070893,-0.023529588171678065,0.08312794008900234,0.12454482820136088,0.10172866505337,0.014325844644419477,0.02855558129118004,0.12060969649071418,0.10348851362471176,0.12635974292043564,0.1281197416220458,0.05708108440415177,0.07687801445078264,0.07255041417860414,0.10676786084425287,0.11497015122459839,0.028085269689928232,0.00497402486475732,0.020432606894063083,0.08899949531136597,0.09034818794541562,0.03746777807906995,0.11042518680128506,0.07852463824382232,0.12585212629020878,0.06512868641399815,0.058141748192922504,0.017008722317111556,0.01761975351468019,0.050448191648071176,0.1056615408615078,0.045931691127129796,0.024267919798101598,0.0724000381845032,0.08237594265769317,0.18940311014454791,0.07682211815392484,0.2106418491773117,0.1418732487663373,0.10900355817175818,0.0799643985393839,0.03547412491825307,-0.03384502621805614,0.1698780337119386,0.02321171213061505,0.1567279313727316,0.09376643991950119,0.027911518726963073,0.10694181824311745,0.06849374093725502
